格调绮园 || 11.2平米 || 1830元/月
悦府家园 || 67.39平米 || 4200元/月
俊城橡树原 || 86.46平米 || 3300元/月
远洋心里 || 80平米 || 2500元/月
馨苑小区 || 101平米 || 2500元/月
冠华公寓 || 80平米 || 3500元/月
来安里 || 55.21平米 || 1800元/月
富贵嘉园 || 77.88平米 || 2400元/月
荣翔园 || 73平米 || 1700元/月
广厦富城 || 88.75平米 || 2000元/月
三潭东里 || 36.65平米 || 1600元/月
芳水河畔家园 || 75平米 || 2200元/月
中海城市广场 || 99平米 || 5500元/月
东升里 || 41平米 || 1100元/月
来安里 || 57平米 || 1700元/月
中豪世纪花园 || 50平米 || 2600元/月
贻成泰和新都 || 58.58平米 || 1300元/月
紫云里 || 21.45平米 || 1900元/月
天津大都会SMART || 47平米 || 3500元/月
丽景胜和园 || 104.23平米 || 2500元/月
泰兴公寓 || 75.16平米 || 1700元/月
宇阳公寓 || 173.2平米 || 5500元/月
龙都花园 || 50平米 || 2100元/月
重华西里 || 110平米 || 4000元/月
白云里 || 35平米 || 1600元/月
云锦蓝庭 || 110平米 || 3800元/月
社会山花园三区 || 175.85平米 || 3500元/月
桥园里 || 39平米 || 1000元/月
中山门西里 || 51平米 || 1700元/月
盛津园 || 569.39平米 || 60000元/月
朝华园 || 76.38平米 || 3000元/月
中海金湖湾 || 87平米 || 2500元/月
西楼北里 || 21.94平米 || 1500元/月
保利上河雅苑南区 || 92.07平米 || 1700元/月
寿园里 || 23.09平米 || 1500元/月
天津雅颂居 || 143.23平米 || 10000元/月
中海城市广场 || 98平米 || 6000元/月
方正龙天园 || 84.69平米 || 2400元/月
贝肯山 || 124平米 || 6800元/月
嘉陵东里 || 49.43平米 || 1700元/月
卫安南里 || 38.02平米 || 2800元/月
尚都家园 || 90平米 || 3500元/月
兴军公寓 || 35.2平米 || 1600元/月
社会山Bigparty || 93平米 || 1200元/月
保利金香槟 || 46平米 || 4600元/月
新天地家园 || 162平米 || 7500元/月
林古里 || 25.72平米 || 1650元/月
前程里(河西区) || 37.79平米 || 2800元/月
华城景苑盛和嘉园 || 70.28平米 || 1500元/月
阳光壹佰西园 || 126平米 || 3500元/月
风光里 || 40平米 || 1500元/月
凤玉里 || 49.6平米 || 2600元/月
海河大观 || 52平米 || 3300元/月
富力津门湖景尚嘉郡 || 87平米 || 3700元/月
林古里 || 74平米 || 2900元/月
万科水晶城皓石园 || 105平米 || 4500元/月
海河大观 || 84.07平米 || 4000元/月
林锦花园东区 || 88平米 || 1700元/月
爱丽家园东区 || 75平米 || 3200元/月
富力尚悦居 || 90.87平米 || 2000元/月
仁恒滨河湾 || 85平米 || 3000元/月
第六田园优仕公寓 || 55.59平米 || 1900元/月
金湾花园 || 90平米 || 2800元/月
友谊东里 || 33.69平米 || 1500元/月
海逸长洲恋海园 || 247平米 || 8800元/月
佛山里 || 67.68平米 || 2700元/月
聚英里 || 59.21平米 || 2200元/月
滇池里 || 47平米 || 1500元/月
大园新居 || 58.25平米 || 2000元/月
乐桥里 || 62平米 || 1700元/月
福盛花园 || 123平米 || 4800元/月
泰达园 || 125平米 || 5400元/月
华庆里 || 82.3平米 || 2300元/月
玉容花园 || 93.33平米 || 2700元/月
华云园 || 158平米 || 3500元/月
第六大道俊东公寓 || 58.12平米 || 2700元/月
民丰楼 || 22.9平米 || 1500元/月
科艺里 || 40平米 || 2100元/月
星品大厦 || 55平米 || 3300元/月
华宁南里 || 46.56平米 || 1750元/月
宁波道(河西区) || 53平米 || 2200元/月
恒大绿洲馨园 || 144平米 || 2300元/月
祥福里 || 133平米 || 1600元/月
君临大厦 || 27.45平米 || 2800元/月
金海湾花园 || 126平米 || 3500元/月
金谷园 || 55平米 || 2000元/月
生昌里 || 38.51平米 || 1600元/月
宇阳公寓 || 205.1平米 || 6800元/月
盛世嘉园 || 57.9平米 || 1750元/月
仁恒滨河湾 || 93.72平米 || 2400元/月
星河香堤园 || 82.35平米 || 2400元/月
新文化花园新丽居 || 147平米 || 6600元/月
天津雅颂居 || 125平米 || 8000元/月
春香里 || 18.35平米 || 1200元/月
米兰世纪花园 || 126平米 || 3500元/月
中国铁建国际城 || 87平米 || 1600元/月
庆荣里 || 51平米 || 2300元/月
宇萃里 || 40.11平米 || 1400元/月
凤麟里 || 50平米 || 1700元/月
台北路 || 40平米 || 3300元/月
环球金融中心津塔公寓 || 89.91平米 || 5500元/月
春香里 || 35平米 || 2000元/月
北宁湾-宁静家园 || 88.33平米 || 1200元/月
华润橡树湾 || 95.2平米 || 2100元/月
红磡领世郡尚景园 || 60平米 || 2200元/月
西园西里 || 57.64平米 || 2300元/月
远洋心里 || 95平米 || 2700元/月
龙泓园 || 120平米 || 4700元/月
奥林匹克村 || 148.44平米 || 11000元/月
大通时尚花园 || 139平米 || 5000元/月
镇江里 || 30平米 || 1200元/月
园丁公寓 || 25平米 || 1300元/月
澳景大厦 || 126.2平米 || 4800元/月
中央公馆 || 51.47平米 || 2800元/月
三戒里 || 30.91平米 || 1500元/月
四化里 || 66平米 || 3000元/月
卧龙北里 || 37.36平米 || 1850元/月
滨慧花园 || 116.07平米 || 2000元/月
文玥北里 || 36.41平米 || 1600元/月
新城小区 || 41平米 || 1300元/月
祥泰公寓 || 139.04平米 || 2300元/月
伴山人家 || 83.88平米 || 1700元/月
第六田园优仕家园 || 162平米 || 10000元/月
金蕾花园 || 125平米 || 3500元/月
益寿里 || 38.85平米 || 2600元/月
半岛蓝湾天睐园 || 198平米 || 10000元/月
万科双子座 || 88平米 || 4000元/月
恒华公寓 || 96.03平米 || 4300元/月
华夏津典畅水园 || 112.12平米 || 4300元/月
阳光新园 || 154平米 || 4000元/月
中海城市广场 || 72平米 || 4000元/月
保利大都会天汇尚苑 || 198平米 || 12000元/月
双街新家园 || 98平米 || 2500元/月
包头道 || 57.83平米 || 2600元/月
富力桃园天富园 || 89平米 || 2000元/月
勤俭道 || 57.37平米 || 1100元/月
照耀里 || 39平米 || 1800元/月
安达里(塘沽区) || 90平米 || 1500元/月
服务楼 || 34.9平米 || 2000元/月
河北路(和平区) || 37.44平米 || 2100元/月
时代奥城 || 95.44平米 || 5500元/月
明源里 || 56.21平米 || 2350元/月
美福园 || 82.74平米 || 2800元/月
前程里(河西区) || 24.18平米 || 1500元/月
四化里 || 60平米 || 2700元/月
天津华侨城天鹅堡 || 110平米 || 2300元/月
昆石里 || 56.6平米 || 2400元/月
艺术家园 || 102.57平米 || 950元/月
宁静里 || 36平米 || 900元/月
津滨滨海国际1期 || 148平米 || 4200元/月
诚基经贸中心 || 68平米 || 4900元/月
朝阳新村 || 56平米 || 2000元/月
仁恒河滨花园 || 156.14平米 || 9000元/月
三义大厦 || 53平米 || 2000元/月
新兴里(塘沽区) || 40.79平米 || 1500元/月
浦口西里 || 68平米 || 2400元/月
奥城公寓 || 263.26平米 || 20000元/月
奥城公寓 || 263.26平米 || 20000元/月
富力津门湖清溪园 || 143平米 || 5000元/月
津滨雅都公寓 || 125平米 || 5100元/月
奥城公寓 || 229.19平米 || 17000元/月
胜利公寓 || 148平米 || 3200元/月
友谊东里 || 35.24平米 || 1800元/月
阳光新干线 || 142平米 || 4500元/月
三义大厦 || 55平米 || 2250元/月
揽城苑 || 91平米 || 1000元/月
红波里 || 40平米 || 1900元/月
凯德国贸 || 71平米 || 7000元/月
翰雅园 || 112.66平米 || 4200元/月
晓镇家园 || 54平米 || 1900元/月
瑞海大厦 || 33.9平米 || 1900元/月
香榭里 || 41.61平米 || 2500元/月
胜利公寓 || 113.53平米 || 2500元/月
丹江里 || 59.45平米 || 1300元/月
泰山里 || 54平米 || 1700元/月
裕德里 || 25.41平米 || 2100元/月
富力津门湖景尚嘉郡 || 87.21平米 || 3400元/月
金凤里 || 98平米 || 2000元/月
服务楼 || 18.11平米 || 500元/月
奥城公寓 || 34.01平米 || 2100元/月
昌源公寓 || 46.29平米 || 1600元/月
蓬莱新里 || 60平米 || 2100元/月
尚东雅园 || 106.9平米 || 4000元/月
新闻西里 || 62.15平米 || 2700元/月
容彩里 || 46平米 || 1800元/月
气象南里 || 40.62平米 || 1600元/月
涪江南里 || 33平米 || 1200元/月
宾水北里 || 60平米 || 2300元/月
西关北里 || 36.76平米 || 1200元/月
世纪梧桐公寓 || 138平米 || 7400元/月
艺术公寓 || 53平米 || 2500元/月
第六大道第博雅园 || 89.81平米 || 3000元/月
乐园里 || 31.72平米 || 1300元/月
菁华津城 || 96.12平米 || 2100元/月
中海金湖湾 || 88平米 || 2400元/月
司法警校宿舍 || 52平米 || 1800元/月
龙禧园 || 72.37平米 || 2700元/月
奉化道 || 62.71平米 || 1900元/月
民畅园 || 61.23平米 || 2200元/月
富力津门湖景尚嘉郡 || 86.5平米 || 3500元/月
淦江东里 || 81平米 || 2700元/月
中海金湖湾 || 86平米 || 2300元/月
光明里(塘沽区) || 65平米 || 1200元/月
莹华里 || 70平米 || 2400元/月
华亭国际 || 90平米 || 3000元/月
尚品嘉园 || 119平米 || 7000元/月
诚基经贸中心 || 68平米 || 4000元/月
奥城公寓 || 29.29平米 || 2200元/月
景兴西里 || 65.23平米 || 2500元/月
远洋城 || 89平米 || 2100元/月
景兴里 || 58.91平米 || 3200元/月
景逸园 || 150.28平米 || 5000元/月
中海学府公馆 || 75.44平米 || 3000元/月
临营西里 || 41.54平米 || 3800元/月
天津大都会SMART || 47平米 || 2800元/月
新城小区 || 36.22平米 || 2200元/月
紫云国际 || 104平米 || 3200元/月
原冰里 || 38平米 || 1100元/月
城市之光别馆公寓 || 51平米 || 2400元/月
纯真里 || 56.58平米 || 2100元/月
来福里 || 58.01平米 || 2500元/月
乐园里 || 31.72平米 || 1350元/月
联发第五街 || 79.22平米 || 3000元/月
阳新里 || 54.31平米 || 1800元/月
环球金融中心津塔公寓 || 58.94平米 || 3700元/月
盈江里 || 30.48平米 || 1600元/月
卫华里 || 59.37平米 || 3200元/月
福园里 || 55平米 || 1600元/月
盈江西里 || 76.86平米 || 2200元/月
任贤东里 || 60.05平米 || 2100元/月
诚基经贸中心 || 60平米 || 2200元/月
竹径里 || 58.02平米 || 3000元/月
时代奥城 || 123.93平米 || 7500元/月
富力津门湖江湾广场 || 88.39平米 || 3400元/月
凤玉里 || 36.53平米 || 1600元/月
荣迁里 || 33.51平米 || 1600元/月
熙汇广场 || 57.96平米 || 2600元/月
京津一品 || 110平米 || 3600元/月
昆明路 || 25.88平米 || 2800元/月
照耀里 || 70平米 || 3500元/月
华亭国际 || 57.25平米 || 2000元/月
金碧园 || 150平米 || 4500元/月
奥城公寓 || 56.05平米 || 2500元/月
天津全运村 || 144平米 || 4800元/月
泰达园 || 113.6平米 || 5400元/月
湛江路新村 || 51.61平米 || 2500元/月
海益国际 || 30平米 || 2200元/月
湘江楼 || 65平米 || 2700元/月
明溪里 || 80.78平米 || 1200元/月
彩丽园 || 88平米 || 2500元/月
天津东方环球影城 || 51.16平米 || 2600元/月
阳光壹佰北园 || 81.23平米 || 3500元/月
平山里 || 37.41平米 || 2000元/月
中海城市广场 || 128.89平米 || 8000元/月
孚德里 || 25.5平米 || 2600元/月
蓝岸森林 || 65平米 || 1300元/月
三义大厦 || 54.01平米 || 2200元/月
阳光壹佰西园 || 102平米 || 5500元/月
民畅园 || 61.16平米 || 1700元/月
馨苑小区 || 85平米 || 2000元/月
金冠里 || 48平米 || 1800元/月
安达里 || 54平米 || 1300元/月
蔚蓝轩 || 47平米 || 2800元/月
科艺里 || 42.54平米 || 1800元/月
弘轩公寓 || 110平米 || 3200元/月
天环里 || 27.28平米 || 1700元/月
滨翔花园 || 107.72平米 || 1500元/月
红磡领世郡尚景园 || 48.88平米 || 1200元/月
卫国道74号 || 75.62平米 || 2400元/月
程林里 || 33.78平米 || 1800元/月
友谊东里 || 37.27平米 || 1800元/月
九州国际 || 97平米 || 4500元/月
宝龙湾家园 || 106平米 || 4200元/月
天泉西里 || 38.77平米 || 1500元/月
万科民和巷 || 93平米 || 3200元/月
美宁公寓 || 45.33平米 || 2200元/月
福建里 || 40平米 || 1400元/月
长征楼(河东区) || 54.75平米 || 1500元/月
萃华里 || 41.32平米 || 1500元/月
香水园 || 104.4平米 || 3300元/月
龙兴里 || 87.46平米 || 3000元/月
华昌大厦 || 173平米 || 7000元/月
电修楼 || 57平米 || 1750元/月
隆盛花园 || 67.3平米 || 2000元/月
罗江东里 || 43.87平米 || 2000元/月
虎林里 || 36平米 || 1500元/月
和睦北里 || 45平米 || 1700元/月
富力桃园天富园 || 147平米 || 3100元/月
奥城公寓 || 45.63平米 || 2500元/月
招商钻石山 || 67平米 || 5500元/月
万科金奥广场 || 43平米 || 3000元/月
黑牛城道 || 34.02平米 || 1400元/月
水木天成阁林园 || 57.7平米 || 2200元/月
金沙江路 || 63.42平米 || 1400元/月
金平东里 || 25平米 || 1400元/月
福东北里 || 71.15平米 || 1900元/月
电修楼 || 47.14平米 || 2000元/月
奥城公寓 || 63平米 || 3500元/月
芥园中里 || 40.35平米 || 1500元/月
庆荣里 || 37平米 || 2400元/月
马场道 || 50平米 || 1800元/月
美华大厦 || 115平米 || 4500元/月
涪江北里 || 62.55平米 || 1500元/月
宝福家园 || 79.11平米 || 1000元/月
凯盛家园 || 64平米 || 2200元/月
海汇名邸 || 66.29平米 || 4500元/月
玫瑰花园 || 85.49平米 || 2700元/月
喜年广场 || 67平米 || 4000元/月
向荣里 || 39平米 || 1600元/月
水上公寓 || 100平米 || 3500元/月
新城小区 || 41.36平米 || 1600元/月
湯臣津湾一品 || 178平米 || 15000元/月
中海金湖湾 || 125平米 || 3000元/月
风荷新园 || 93平米 || 4300元/月
科园公寓 || 42.54平米 || 1500元/月
秀峰里 || 56平米 || 1650元/月
大生里 || 33平米 || 1700元/月
恒盛SOHO || 47平米 || 2550元/月
春梅巷小区 || 94平米 || 1000元/月
阳光壹佰东园 || 153平米 || 5500元/月
福阳街 || 60平米 || 1700元/月
鼎泰大厦 || 93.17平米 || 4600元/月
美湖里 || 45平米 || 1700元/月
芳云园 || 122.4平米 || 3000元/月
溪水河畔花园 || 62.64平米 || 1800元/月
世纪梧桐公寓 || 157.26平米 || 6200元/月
淮祥园 || 84.54平米 || 2200元/月
凯德国贸 || 113平米 || 7500元/月
北安里 || 42.86平米 || 1400元/月
津淄东里 || 55平米 || 2700元/月
燕宇花园 || 71平米 || 1600元/月
江苏路 || 84.5平米 || 4600元/月
滨海华贸中心 || 50平米 || 1500元/月
龙井里 || 38.21平米 || 1500元/月
新闻里 || 70平米 || 3300元/月
祈年大厦 || 50.5平米 || 3800元/月
祥和里 || 61.24平米 || 2650元/月
盛宇里 || 48.17平米 || 1300元/月
汶川里 || 58.13平米 || 2200元/月
天涛园 || 60平米 || 3000元/月
宝龙湾家园 || 89平米 || 3800元/月
翡翠城 || 82平米 || 2300元/月
阳光晶典 || 107.25平米 || 5000元/月
万科双子座 || 87平米 || 3500元/月
阳光壹佰西园 || 57.9平米 || 2800元/月
龙亭家园 || 87.12平米 || 4000元/月
凤麟里 || 62.63平米 || 1800元/月
郁园里 || 42.97平米 || 2300元/月
环卫楼 || 63.5平米 || 2000元/月
心之筑汇颐花园 || 72平米 || 2600元/月
锦江里 || 75.71平米 || 2000元/月
柳江南里 || 69.35平米 || 2400元/月
海河大观 || 134平米 || 8500元/月
新城家园 || 71平米 || 1600元/月
博兰苑 || 125.44平米 || 3800元/月
学湖里 || 67.55平米 || 2700元/月
俊城浅水湾 || 95.62平米 || 3200元/月
融汇北苑 || 78.23平米 || 5200元/月
水畔花园 || 66.53平米 || 2700元/月
富力津门湖江湾广场 || 65.17平米 || 3000元/月
万通新城国际 || 118平米 || 3400元/月
宇萃里 || 41.79平米 || 1600元/月
开江南里 || 59平米 || 2100元/月
城市之星大厦 || 41.87平米 || 1800元/月
万科民和巷 || 92平米 || 2700元/月
阳光金地 || 45.97平米 || 2250元/月
福至里 || 22.64平米 || 1350元/月
华江里 || 50.39平米 || 1500元/月
富力津门湖江湾广场 || 105.94平米 || 3800元/月
宸宜花园 || 77.85平米 || 2000元/月
康桥里 || 44.01平米 || 1400元/月
瑞丽园 || 94平米 || 3000元/月
科园公寓 || 90.88平米 || 2500元/月
中宇里 || 79.38平米 || 2700元/月
景福里 || 28.04平米 || 1700元/月
中海城市广场 || 72.22平米 || 4500元/月
和畅园 || 82.98平米 || 4200元/月
红磡公寓 || 63.92平米 || 2000元/月
风湖里 || 84.49平米 || 3100元/月
红山里 || 70平米 || 2500元/月
瞰海轩 || 92平米 || 1300元/月
蔚蓝轩 || 78平米 || 3800元/月
前进新里 || 95.86平米 || 2000元/月
紫金山路 || 63平米 || 2500元/月
祥瑞家园 || 50平米 || 1750元/月
迎水南里 || 69平米 || 2700元/月
金湾花园 || 92.34平米 || 3200元/月
白云里 || 40平米 || 1600元/月
碧海长住 || 103.29平米 || 2300元/月
金研里 || 47平米 || 1700元/月
金钟公寓 || 88平米 || 3200元/月
千吉花园 || 95平米 || 3800元/月
富力津门湖江湾广场 || 89平米 || 5000元/月
亨通花园东区北里 || 110.54平米 || 1300元/月
渤海天易园 || 79.45平米 || 1650元/月
雪莲北里 || 97平米 || 2200元/月
昆俞家园 || 94平米 || 2200元/月
中建滨海壹号 || 88平米 || 2500元/月
汇泉园 || 150平米 || 4500元/月
迎水南里 || 42平米 || 1600元/月
云轩公寓 || 50.24平米 || 2000元/月
金沙江路 || 46平米 || 1500元/月
心源家园 || 70平米 || 2100元/月
爱国里 || 45平米 || 2800元/月
六纬路 || 58.61平米 || 2000元/月
麦迪逊 || 102.78平米 || 4200元/月
长庚老年公寓 || 42平米 || 2000元/月
丰乐里 || 42平米 || 1700元/月
仁恒滨河湾 || 94平米 || 2400元/月
丹江里 || 59.45平米 || 1300元/月
泰山里 || 54平米 || 1700元/月
天泉西里 || 42平米 || 1300元/月
新城小区 || 36平米 || 1600元/月
唐口新村六段 || 40平米 || 1600元/月
吉林路(和平区) || 61.64平米 || 3900元/月
